image,caption,Gemma_caption,Gemini_caption,Llama_caption
1095590286_c654f7e5a9.jpg,كلب يطارد كلب اخر,تظهر الصوره كلبين سعيدين يركضان بحماس في الهواء الطلق، احدهما ذهبي اللون والاخر اسود وابيض.,كلبان يركضان ويلعبان بسعاده في الهواء الطلق.,كلبان يركضان في ساحه.
1096097967_ac305887b4.jpg,كلب ابيض واسود يشرب الماء,كلب ابيض واسود يستمتع باللعب في حمام سباحه للاطفال، مع تناثر الماء حوله.,كلب يهز راسه ويرش الماء في بركه زرقاء.,كلب يعض الماء الذي يخرج من خرطوم.
1096165011_cc5eb16aa6.jpg,صبي يبتسم تحت الماء,طفلا صغيرا يبتسم وهو يسبح تحت الماء.,صوره لطفل صغير يبتسم بسعاده وهو يسبح تحت الماء.,طفل يطفو تحت الماء في حمام سباحه.
1096395242_fc69f0ae5a.jpg,صبي مع بندقيه لعبه,طفلا صغيرا يجلس علي الارض ويلعب بلعبه دواره، ويبدو سعيدا ومتحمسا.,طفل يجلس القرفصاء علي ارضيه خشبيه ممسكا بلعبه دواره مضيءه.,ولد يمسك مراه داءريه امام وجهه في غرفه جلوس.
109671650_f7bbc297fa.jpg,صبي يرتدي الازرق والاصفر يسير علي حافه منحدر,طفلا يقف علي حافه صخريه عاليه تحت سماء زرقاء صافيه.,يقف ولد صغير علي حافه جرف صخري تحت سماء زرقاء صافيه.,طفل يقف علي حافه صخره عاليه تحت سماء صافيه.
109738763_90541ef30d.jpg,شخص علي عربه الثلج في منتصف القفزه,تظهر الصوره شخصا يركب دراجه ناريه علي الثلج وهو يقفز في الهواء وسط غابه من الاشجار الصنوبريه.,متسابقا علي عربه جليد يقفز في الهواء بين الاشجار الصنوبريه المغطاه بالثلوج.,صوره لشاب يركب دراجه ثلجيه وهو يقفز في الجو.
109738916_236dc456ac.jpg,الناس يركبون علي عربات الثلوج,شخصين يرتديان خوذات علي متن زلاجات ثلجيه صفراء وبرتقاليه في مشهد ثلجي، مع وجود شخص اخر يقف بينهما.,شخصين يرتديان خوذات علي عربات ثلجيه صفراء في غابه مغطاه بالثلوج.,ركب متسابقو الدراجات الثلجيه في مجموعه من ثلاثه اشخاص علي دراجاتهم الثلجيه الصفراء والبرتقاليه في غابه ثلجيه.
109823394_83fcb735e1.jpg,ثلاثه اشخاص يقودون مركبات رباعيه الدفع,تظهر الصوره ثلاثه اشخاص يرتدون خوذات يجلسون علي مركبه رباعيه الدفع في حقل ذره.,ثلاثه اشخاص يركبون دراجات رباعيه ودراجات ناريه في حقل محصود.,صوره لشابين يركبان دراجه ناريه رباعيه في حقل.
109823395_6fb423a90f.jpg,مركبه باربع دواليب تقفز في حقل فارغ,شخص يقود دراجه رباعيه العجلات () وهي تقفز في الهواء فوق حقل.,راكب علي دراجه رباعيه برتقاليه يقفز في الهواء فوق حقل جاف.,رجل يركب دراجه ناريه رباعيه في الجو.
109823397_e35154645f.jpg,رجل يقفز في الهواء اثناء ركوب مركبه,شخص يقود دراجه رباعيه العجلات في الهواء فوق مبني صغير في حقل ذره.,تظهر دراجه رباعيه وراكبها يقفزان عاليا فوق حقل جاف.,رجل يركب دراجه ناريه رباعيه العجلات في الجو فوق حقل ذي ارض جرداء.
1100214449_d10861e633.jpg,صبي في قميص مقلم يقفز امام نافوره ماء,طفلا يقفز فوق نافوره مياه، ويبدو سعيدا ومتحمسا.,صبي يقفز قرب نافوره ماء.,ولد يلعب قريبا من نافوره في الخارج.
1105959054_9c3a738096.jpg,طفل يرسم صوره,طفله صغيره ترسم لوحه ملونه علي ورقه معلقه علي جدار من الطوب، بينما تحمل لوحه الوان في يدها الاخري.,فتاه صغيره ترسم علي ورقه بيضاء كبيره باستخدام فرشاه ولوحه الوان.,طفله ترسم لوحه فنيه علي ورقه معلقه علي الحاءط.
110595925_f3395c8bd6.jpg,يقود راكب الدراجه دراجه علي طريق,دراج يركب علي طريق ملتوي في منطقه ريفيه خضراء، مع وجود تلال وابقار في الخلفيه.,دراج يسير علي طريق متعرج محاط بتلال خضراء تحت سماء زرقاء صافيه.,راكب دراجه يركب علي طريق منحني.
1107246521_d16a476380.jpg,كلب اسود يقفز للقبض علي لعبه حبل,كلب اسود اللون وهو يقفز في الهواء باتجاه لعبه علي العشب الاخضر في حديقه.,كلب اسود يقفز برشاقه نحو لعبه الحبل في الحديقه.,كلب اسود يركض في ساحه خضراء.
1107471216_4336c9b328.jpg,فتاه صغيره تمسك بكاميرا سينماءيه,طفله صغيره تحمل كاميرا فيديو قديمه وتنظر من خلالها.,طفله صغيره توجه سلاح لعبه نحو الكاميرا بنظره مركزه وابتسامه خفيفه.,الصوره لطفله تمسك بكاميرا.
1110208841_5bb6806afe.jpg,كلب ابيض وبني يمسك بالفريسبي في فمه امام مجموعه من الناس,تظهر الصوره كلبا من سلاله بوردر كولي وهو يقفز في الهواء لالتقاط قرص طاءر، مع وجود حشد من الناس يشاهدون الحدث في حديقه.,كلب بني وابيض يقفز في الهواء ملتقطا طبق فريسبي بفمه، بينما يشاهده حشد من الناس في حديقه خضراء.,كلب يمسك قرص طاءرا في منتصف الهواء.
1112212364_0c48235fc2.jpg,طفل يرص الصخور علي الشاطء,طفلا صغيرا جالسا علي شاطء مرصوف بالحصي، وهو يلعب بحجر في يده وينظر اليه بتركيز.,طفل صغير يلهو بالصخور علي شاطء البحر.,طفل رضيع يلعب بالحصي علي الشاطء.
111497985_38e9f88856.jpg,شاب يتسلق تله صخريه,تظهر الصوره فتاه تتسلق جرفا صخريا باستخدام حبل معدني، مع منظر طبيعي خلاب لوادي اخضر وبلده في الخلفيه.,فتاه تتسلق مسارا صخريا جبليا، مع اطلاله واسعه علي واد اخضر وقريه ادناه.,امراه تتسلق جبلا وتواجه مشقه في احدي مراحل تسلقها.
111537217_082a4ba060.jpg,رجل يتسلق جدار صخري,متسلق صخور يرتدي حزاما و يحاول الصعود علي جدار صخري، مع استخدام حبل و معدات تثبيت.,شابا يتسلق جرفا صخريا باستخدام حبال التسلق.,رجل يتسلق الجبل.
111537222_07e56d5a30.jpg,رجل يصعد جدار صخري,تظهر الصوره متسلقه صخور ترتدي خوذه ومعدات السلامه، وهي تتشبث بجدار صخري اثناء التسلق.,متسلق صخور شاب يرتدي خوذه يتسلق جرفا صخريا.,رجل يصعد منحدرا صخريا وهو يرتدي خوذه و حبال امان.
1115565519_d976d4b1f1.jpg,طفل يلعب مع نافوره علي الشاطء,طفله صغيره تلعب وتلمس الماء المتدفق من تمثال في نافوره.,طفله صغيره ترش الماء علي تمثال ضفدع.,طفله تلمس تمثال نصفي اسود في نافوره.
1115679311_245eff2f4b.jpg,كلب اسود يقفز فوق حاءط علي الشاطء,كلب اسود يقفز من علي حاجز خشبي علي شاطء رملي مع خلفيه من البحر الازرق.,كلب يقفز فوق حاجز خشبي علي شاطء البحر.,صوره لطاءر اسود اللون يقف علي حاجز علي شاطء بحر.
111766423_4522d36e56.jpg,عصفور ابيض واسود ياكل من يد شخص ما,تظهر الصوره عصفورا صغيرا اسود الراس والابيض الوجنتين جالسا علي يد شخص يحمل بذورا.,طاءر صغير ياكل بذور دوار الشمس من كف يد.,عصفور يجلس علي يد شخص و ياكل من البذور.
1117972841_2b9261f95f.jpg,كلب بني يركض في الرمال,كلب بني اللون يركض بحماس في الرمال، مما يثير سحابه من الغبار حوله.,كلب بني اللون يركض بحيويه علي الرمال، مثيرا الغبار من حوله.,كلب بلون بني يلعب في الرمل.
1118557877_736f339752.jpg,صبي صغير يقف في الامواج,طفلا صغيرا يستمتع باللعب في الماء، حيث يبتسم ويبدو سعيدا بينما تتناثر قطرات الماء حوله.,طفل يضحك وهو يستمتع بالماء المتطاير.,صوره لطفل يضحك ويلعب في البحر.
